nome_aluno;titulo;ano;curso;instituicao;tipo_trabalho;orientador;url_origem;revisado;cadastrado
Gabriel Felipe Borges de Campos;Sistema móvel na plataforma Phonegap para compartilhamento de geolocalização integrado a rede social;2015;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363764;false;true
Gilson Rodrigues Maciel;Motor de jogos 2D de encaixe de imagens na plataforma Android;2015;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363798;false;true
José Guilherme Vanz;VisEdu-drone : módulo de integração com Robot Operating System;2015;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363803;false;true
Júlio César dos Santos;Visedu : aplicativo de realidade aumentada usando objetos interativos;2015;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano Dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363770;false;true
Kevin Eduard Piske;Visedu - aquário virtual : simulador de ecossistema utilizando animação comportamental;2015;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano Dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363772;false;true
Marcus Vinícius Pitz;Mapa virtual 3D da FURB na plataforma Android;2015;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363808;false;true
Thiago Henrique Teixeira;Hefesto : framework para simulações utilizando um motor de física em 3D;2015;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363812;false;true
William Fernandes Koehler;VisEdu-CG 4.0 : visualizador de material educacional;2015;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363816;false;true
André Felipe Ferreira;Tagarela : módulo jogo de letras e números;2016;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363702;false;false
Antônio Marco da Silva;VisEdu : interface de usuário tangível utilizando realidade aumentada e Unity;2016;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=362288;false;true
Kevin Eduardo do Nascimento;Visedu : editor multiplataforma de jogos de encaixe;2016;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363714;false;false
Lucas Cazagranda;Aprendendo o Braille : o ensino do sistema Braille com o uso do Tagarela;2016;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=362338;false;false
Marcus Otávio Rocha;FURB-Mobile : sistema móvel multiplataforma para navegação em rotas internas;2016;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=362341;false;true
Rafael Adão;FURB Mobile gincanas : sistema móvel na plataforma Phonegap para gincanas virtuais;2016;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=362345;false;true
Vivian de Lima Panzenhagen;Visedu : jogo de realidade aumentada de letras com conteúdo dinâmico;2016;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano Dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=362350;false;false
Bruno Adriel Roeder;Adaptação do portal Inversos às diretrizes de acessibilidade WCAG 2.0;2017;Sistemas de Informação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363619;false;false
Daniel Streck;Renderizador 3D para aplicações gráficas utilizando Vulkan;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=364216;false;false
Evandro Matheus Schmitz;Desenvolvimento de uma ferramenta para auxiliar no ensino do sistema solar utilizando realidade aumentada;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363664;false;false
Felipe Loose Corso;Easyedu : editor web para jogos multitoque;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363668;false;false
Guilherme Diegoli Neto;Simulação de dinâmica do relevo através da transformação de mapas de altura;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363673;false;false
Guilherme Murilo da Rosa;Egg evaluation : ovoscopia via smartphone;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=364225;false;false
Kevin Stortz;Biblioteca para reconstrução de relevos;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=364229;false;false
Marcos Douglas Hoppe;Edibox : editor de jogos multiplataforma;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=364238;false;false
Rodrigo Heinzle;Cogncook : aplicativo para reconhecimento de imagens de alimentos e sugestão de receitas culinárias utilizando ingredientes disponíveis;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=364240;false;false
Ronan Guimarães Kraemer;Tecnologia assistiva : tornando jogo de mesa acessível para cegos com auxílio de aplicativo móvel de reconhecimento de imagem;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363688;false;false
Sérgio Luiz Tomio Júnior;Simulação de física client-side aplicada a simulação de projéteis;2017;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=363689;false;false
Djonathan Rafael Krause;Sistemas de localização : explorando a IPS - beacons;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365520;false;false
Gabriel Zanluca;TowelJS : engine 3D em javascript usando arquitetura baseada em componentes;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365274;false;false
João Paulo Serodio Gonçalves;Um protótipo e estudo sobre o desenvolvimento de um quadricóptero;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365536;false;false
Leonardo Leal Oliveira;Ferramenta de indexação de faces humanas em vídeos;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365282;false;false
Luan Ribeiro da Silva;Librar : conceitos básicos de libras usando realidade aumentada e realidade virtual;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365283;false;false
Lucas Eduardo Schlögl;Biblioteca para deteção de relevos baseada em luz estruturada e padrão de projeção binário;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=366679;false;false
Luccas de Souza Silva;Mindseye : protótipo de sistema para monitoramento de estímulos cerebrais;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365284;false;false
Ricardo Filipe Reiter;Animar : desenvolvimento de uma ferramenta para criação de animações com realidade aumentada e interface tangível;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365298;false;false
Roberto Weege Junior;Tagarela : módulo de composição musical para musicoterapia;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365554;false;false
Rodrigo Orthmann Nielson;Fwiotfurb : um framework para desenvolvimento de aplicações IOT;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365300;false;false
Silvio Greuel;Aplicação para controle de fluxo e mensageria entre dispositivos IOT;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365556;false;false
Thiago Alberto Buzzi;Transitar : jogo de conscientização sobre trânsito;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365560;false;false
Thiago Getnerski;Sistema para medição de cores utilizando o espectrofotômetro : indústria gráfica;2018;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=365301;false;false
Bruno Fischer Ferreira Santos;Editor de cenários simulados em 3D;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=366783;false;false
Flávio Omar Losada;Aquário virtual : simulador de ecossistema utilizando interface de usuário tangível;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=366784;false;false
Gabriela Bonifacio de Sena;Aplicativo Android de caderno ortográfico utilizando reconhecimento de escrita;2019;Sistemas de Informação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=366778;false;false
Jader Antonio Tomelin;Touch Braille : equipamento acessível;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=366786;false;false
Leonardo Rezende;DrTrack : monitoramento da agressividade de motoristas através de dispositivo Android;2019;Sistemas de Informação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=367336;false;false
Maicon Santos da Silva;Projeto ARL : uma biblioteca para compartilhamento de objetos utilizando realidade aumentada;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=367325;false;false
Matheus Adriano Pereira;Librar : auxílio para treinamento de Libras;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=367326;false;false
Matheus Navarro Nienow;CidadaniaAR : jogo de puzzle utilizando realidade aumentada com ilusão de ótica;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=367328;false;false
Pâmela Carolina Vieira;Questmeter : ferramenta de quiz com conceitos de clickers e gamificação;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=366791;false;false
Rafael de Moura Pacheco;Tagarela : aplicativo para comunicação alternativa usando arquitetura baseada em componentes;2019;Sistemas de Informação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=367337;false;false
Rafael Diegoli;Listar : biblioteca para listagem de objetos e interface de usuário em realidade aumentada;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=366792;false;false
Rafael Lopes Escobar;Aplicativo para reconhecimento de curvas de nível e geração de relevo 3D;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=366793;false;false
William Lopes da Silva;Black glasses : assistente para deficientes visuais via geolocalização;2019;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=367333;false;false
Rafael dos Santos Rodrigues;Jogo da memória : desenvolvimento de skill com conceitos do jogo Genius;2021;Sistemas de Informação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=369888;false;false
Gabriel Luís Fernando Vieira de Souza;Desenvolvimento de uma biblioteca para o uso do sensor LiDAR em dispositivos iOS;2022;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=369876;false;false
Guilherme Barth;Aplicativo móvel para auxiliar na orientação de pessoas com deficiência visual utilizando o sensor LiDAR e o ML Kit;2022;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=369848;false;false
Matheus Mahnke;Arquitetura para navegação autônoma utilizando drones;2022;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=369880;false;false
Matheus Soares Lima;Explorahabitat : um projeto para auxiliar as saídas a campo dos clubes de ciências;2022;Ciência da Computação;Universidade Regional de Blumenau;Trabalho de conclusão de curso de graduação;Dalton Solano dos Reis;https://bu.furb.br/consulta/portalConsulta/recuperaMfnCompleto.php?menu=rapida&CdMFN=369887;false;false
